s.Endo Acer rubrum,s.Endo Carya ovata,s.Epi Acer rubrum,s.Epi Carya ovata,s.Lit Acer rubrum,s.Lit Carya ovata,s.Soil Acer rubrum,s.Soil Carya ovata,index,stat,p.value
OTU_1987,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2029,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1413,0,0,0,0,0,0,0,1,8,0.333333333333333,1
OTU_1711,0,0,0,0,0,0,0,1,8,0.365148371670111,0.895020463320463
OTU_2878,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1607,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1354,0,0,1,0,0,0,0,0,3,0.421637021355784,0.687000920245399
OTU_2304,,,,,,,,,,,
OTU_1907,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_1931,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2377,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2416,,,,,,,,,,,
OTU_1443,0,0,0,0,1,0,0,0,5,0.774596669241483,0.094439552238806
OTU_3171,0,0,0,0,0,0,0,1,8,0.316227766016838,1
OTU_2168,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2541,0,0,0,0,0,1,0,0,6,0.358568582800318,0.895020463320463
OTU_1494,0,0,0,0,0,1,0,0,6,0.289345693302247,1
OTU_2165,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1915,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1556,,,,,,,,,,,
OTU_1840,,,,,,,,,,,
OTU_3035,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3036,,,,,,,,,,,
OTU_3366,,,,,,,,,,,
OTU_2120,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2209,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1982,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_2727,,,,,,,,,,,
OTU_2253,0,0,0,0,0,0,1,0,7,0.632455532033676,0.32445368852459
OTU_1339,0,0,0,1,0,0,0,0,4,0.276818266179133,1
OTU_3104,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2191,0,0,0,0,0,0,0,1,8,0.365148371670111,0.895020463320463
OTU_1957,0,0,0,0,0,0,0,1,8,0.547722557505166,0.467963513513514
OTU_2380,0,0,0,1,0,0,0,0,4,0.471404520791032,0.671419626168224
OTU_2829,0,0,0,0,0,1,0,0,6,0.358568582800318,0.895020463320463
OTU_1333,0,0,1,0,0,0,0,0,3,0.74535599249993,0.0750765306122449
OTU_2075,0,0,0,0,0,1,0,0,6,0.435285750066007,0.729887450199203
OTU_3033,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3271,,,,,,,,,,,
OTU_2336,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3199,,,,,,,,,,,
OTU_1757,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_3288,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1398,0,0,0,0,1,0,0,0,5,0.365148371670111,0.897004236200257
OTU_2561,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1391,0,0,0,0,0,1,0,0,6,0.307793505625546,1
OTU_3079,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1397,0,0,0,1,0,0,0,0,4,0.404651319111256,0.83010572519084
OTU_1946,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2601,,,,,,,,,,,
OTU_2808,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1587,0,0,0,0,0,1,0,0,6,0.316227766016838,1
OTU_1109,0,0,0,0,0,0,1,0,7,0.605530070819498,0.33064780876494
OTU_2052,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2521,,,,,,,,,,,
OTU_3090,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2019,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1960,,,,,,,,,,,
OTU_2015,0,0,0,1,0,0,0,0,4,0.276818266179133,1
OTU_2351,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3174,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1186,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1385,,,,,,,,,,,
OTU_1090,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1876,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2884,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2258,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1314,0,0,0,0,0,1,0,0,6,0.444478318492315,0.887354736328125
OTU_2801,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1523,0,0,0,0,1,0,0,0,5,0.358568582800318,0.895020463320463
OTU_3080,,,,,,,,,,,
OTU_1945,0,0,0,0,0,0,0,1,8,0.316227766016838,1
OTU_2584,0,0,0,0,1,0,0,0,5,0.335410196624968,0.903382877882152
OTU_1744,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1436,0,0,0,0,0,0,0,1,8,0.552052447473883,0.431241624365482
OTU_2133,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2239,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3160,,,,,,,,,,,
OTU_2310,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2749,,,,,,,,,,,
OTU_1248,0,0,0,0,0,1,0,0,6,0.273861278752583,1
OTU_2973,1,0,0,0,0,0,0,0,1,0.358568582800318,0.895020463320463
OTU_2071,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2464,,,,,,,,,,,
OTU_2867,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1615,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1886,0,0,0,0,0,0,1,0,7,0.365148371670111,0.896770179948586
OTU_2577,0,0,0,1,0,0,0,0,4,0.292352673102343,1
OTU_3037,,,,,,,,,,,
OTU_1937,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1901,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2471,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1458,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2621,,,,,,,,,,,
OTU_2176,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3070,,,,,,,,,,,
OTU_2799,,,,,,,,,,,
OTU_2223,,,,,,,,,,,
OTU_2501,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2124,0,0,0,0,0,0,0,1,8,0.894427190999916,0.030030612244898
OTU_1728,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2311,0,0,0,0,0,0,1,0,7,0.338061701891407,1
OTU_3092,,,,,,,,,,,
OTU_3231,,,,,,,,,,,
OTU_2381,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2835,,,,,,,,,,,
OTU_2021,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3398,,,,,,,,,,,
OTU_3234,0,0,0,0,0,0,0,1,8,0.489897948556636,0.563793103448276
OTU_2159,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_1781,0,0,0,0,0,1,0,0,6,0.467099366496914,0.639197823721436
OTU_2610,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2868,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1674,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2463,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_2728,0,0,0,1,0,0,0,0,4,0.471404520791032,0.626239250275634
OTU_2730,,,,,,,,,,,
OTU_3043,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2097,0,0,0,0,1,0,0,0,5,0.467099366496914,0.630780853391685
OTU_1368,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1192,0,0,0,0,0,1,0,0,6,0.273861278752583,1
OTU_1877,0,0,0,1,0,0,0,0,4,0.471404520791032,0.607328181818182
OTU_1979,,,,,,,,,,,
OTU_2206,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1612,0,0,0,0,0,0,0,1,8,0.418330013267038,0.889384810126582
OTU_3287,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2362,,,,,,,,,,,
OTU_2251,0,1,0,0,0,0,0,0,2,0.447213595499958,0.630182365826944
OTU_1324,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1921,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2484,,,,,,,,,,,
OTU_3261,,,,,,,,,,,
OTU_3293,,,,,,,,,,,
OTU_2792,,,,,,,,,,,
OTU_3294,,,,,,,,,,,
OTU_2563,0,0,0,0,0,1,0,0,6,0.316227766016838,1
OTU_2444,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1309,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_2301,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_1211,0,0,0,0,1,0,0,0,5,0.408248290463863,0.889384810126582
OTU_3365,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1977,,,,,,,,,,,
OTU_2192,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3002,0,0,0,1,0,0,0,0,4,0.384900179459751,0.887354736328125
OTU_2219,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1806,0,0,0,0,0,0,0,1,8,0.418330013267038,0.889384810126582
OTU_1519,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1916,0,0,0,0,0,0,0,1,8,0.516397779494322,0.550700657030223
OTU_1408,0,0,0,0,0,0,1,0,7,0.58554004376912,0.32445368852459
OTU_1694,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1899,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_2971,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1692,0,0,0,1,0,0,0,0,4,0.288675134594813,0.96707400251995
OTU_3316,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3370,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2220,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3259,,,,,,,,,,,
OTU_2432,,,,,,,,,,,
OTU_1466,1,0,0,0,0,0,0,0,1,0.615587011251092,0.32445368852459
OTU_3350,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3284,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3392,,,,,,,,,,,
OTU_3330,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3242,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2530,,,,,,,,,,,
OTU_3362,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1545,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_2080,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3230,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2145,0,0,0,0,0,0,0,1,8,0.408248290463863,0.889384810126582
OTU_1344,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1737,0,1,0,0,0,0,0,0,2,0.577350269189626,0.354974566473988
OTU_2861,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2655,0,0,0,0,0,0,0,1,8,0.4,0.717005717151454
OTU_2674,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2378,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2684,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2675,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_1357,,,,,,,,,,,
OTU_2257,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_1989,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1691,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_2977,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2216,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2681,1,0,0,0,0,0,0,0,1,0.447213595499958,0.887354736328125
OTU_1928,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1992,,,,,,,,,,,
OTU_1998,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1760,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3050,,,,,,,,,,,
OTU_2871,0,0,0,0,0,1,0,0,6,0.316227766016838,1
OTU_3045,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2006,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2371,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2058,0,1,0,0,0,0,0,0,2,0.506369683541833,0.485219830028329
OTU_2142,0,0,0,0,0,0,0,1,8,0.577350269189626,0.453393993506494
OTU_2581,,,,,,,,,,,
OTU_2226,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2083,1,0,0,0,0,0,0,0,1,0.447213595499958,0.887354736328125
OTU_2090,0,0,0,0,0,0,1,0,7,0.408248290463863,0.889384810126582
OTU_2820,,,,,,,,,,,
OTU_3369,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2092,0,0,0,0,0,1,0,0,6,0.316227766016838,1
OTU_2169,,,,,,,,,,,
OTU_2709,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2508,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2633,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_3044,,,,,,,,,,,
OTU_2645,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3257,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2525,,,,,,,,,,,
OTU_2900,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2763,0,0,0,0,0,0,0,1,8,0.365148371670111,0.895020463320463
OTU_1955,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2823,,,,,,,,,,,
OTU_3216,,,,,,,,,,,
OTU_1778,,,,,,,,,,,
OTU_2290,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1802,,,,,,,,,,,
OTU_2197,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1402,0,0,0,0,0,0,0,1,8,0.365148371670111,0.895020463320463
OTU_1193,0,1,0,0,0,0,0,0,2,0.608580619450185,0.32445368852459
OTU_2603,,,,,,,,,,,
OTU_2488,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2156,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_1750,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_2068,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2678,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1812,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2706,,,,,,,,,,,
OTU_2430,,,,,,,,,,,
OTU_3066,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2602,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2701,0,0,0,0,0,0,1,0,7,0.489897948556636,0.569175466998755
OTU_2527,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2129,,,,,,,,,,,
OTU_2495,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_3211,,,,,,,,,,,
OTU_3222,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1596,0,0,0,0,0,1,0,0,6,0.559502884944188,0.41354224137931
OTU_2458,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2761,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2790,,,,,,,,,,,
OTU_3399,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1753,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3028,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1085,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2695,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1758,,,,,,,,,,,
OTU_2441,0,0,0,0,0,0,0,1,8,0.4,0.890702372093023
OTU_2109,0,0,0,1,0,0,0,0,4,0.404226041727222,0.831194871794872
OTU_2479,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1412,0,0,0,1,0,0,0,0,4,0.471404520791032,0.600597841726619
OTU_3334,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1927,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3309,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2765,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1300,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2859,,,,,,,,,,,
OTU_2750,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2729,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1441,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2662,0,1,0,0,0,0,0,0,2,0.577350269189626,0.354974566473988
OTU_2496,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2016,0,0,0,0,0,0,1,0,7,0.346410161513775,0.895020463320463
OTU_3212,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2218,,,,,,,,,,,
OTU_1213,0,0,1,0,0,0,0,0,3,0.4172880938079,0.784420502901354
OTU_2959,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3202,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1327,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_2321,0,1,0,0,0,0,0,0,2,0.577350269189626,0.362933395522388
OTU_1809,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1530,0,0,0,0,0,0,0,1,8,0.516397779494322,0.563793103448276
OTU_2507,0,0,0,1,0,0,0,0,4,0.235702260395516,1
OTU_2053,0,0,1,0,0,0,0,0,3,0.281718084909506,1
OTU_2293,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2865,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1633,0,0,0,0,0,0,0,1,8,0.447213595499958,0.663878842105263
OTU_3269,,,,,,,,,,,
OTU_2560,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2934,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2965,,,,,,,,,,,
OTU_3040,,,,,,,,,,,
OTU_2461,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1631,0,1,0,0,0,0,0,0,2,0.577350269189626,0.362933395522388
OTU_2406,0,0,0,1,0,0,0,0,4,0.384900179459751,0.887354736328125
OTU_3025,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2433,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2030,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2357,,,,,,,,,,,
OTU_2242,,,,,,,,,,,
OTU_3224,,,,,,,,,,,
OTU_2545,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3120,,,,,,,,,,,
OTU_3235,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_1967,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2715,,,,,,,,,,,
OTU_3096,,,,,,,,,,,
OTU_3223,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3335,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2543,,,,,,,,,,,
OTU_2255,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_3038,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1777,0,0,0,0,0,1,0,0,6,0.516397779494322,0.560973402868318
OTU_2064,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3087,0,0,0,0,1,0,0,0,5,0.307793505625546,1
OTU_2150,,,,,,,,,,,
OTU_2316,0,0,0,0,0,0,0,1,8,0.316227766016838,1
OTU_930,0,1,0,0,0,0,0,0,2,0.277350098112615,0.921607254985151
OTU_2665,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2605,0,0,0,1,0,0,0,0,4,0.235702260395516,1
OTU_2278,1,0,0,0,0,0,0,0,1,0.447213595499958,0.887354736328125
OTU_1392,1,0,0,0,0,0,0,0,1,0.447213595499958,0.887354736328125
OTU_2851,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2134,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2863,,,,,,,,,,,
OTU_1797,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2546,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2585,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1294,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_3220,,,,,,,,,,,
OTU_1069,0,0,1,0,0,0,0,0,3,0.414208434789757,0.794837258687259
OTU_3064,,,,,,,,,,,
OTU_1974,,,,,,,,,,,
OTU_2147,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_1033,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1543,1,0,0,0,0,0,0,0,1,0.316227766016838,1
OTU_2481,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1423,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_923,0,0,0,0,0,0,0,1,8,0.387298334620742,0.895020463320463
OTU_2167,,,,,,,,,,,
OTU_1686,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2694,,,,,,,,,,,
OTU_3031,0,0,1,0,0,0,0,0,3,0.471404520791032,0.607328181818182
OTU_3067,,,,,,,,,,,
OTU_2827,0,0,0,1,0,0,0,0,4,0.272165526975909,1
OTU_2076,,,,,,,,,,,
OTU_2131,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_3032,,,,,,,,,,,
OTU_1994,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2170,0,0,1,0,0,0,0,0,3,0.384900179459751,0.887354736328125
OTU_1746,0,0,0,0,0,1,0,0,6,0.307793505625546,1
OTU_2556,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2852,,,,,,,,,,,
OTU_2028,,,,,,,,,,,
OTU_2225,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2047,0,0,0,0,1,0,0,0,5,0.387298334620742,0.895020463320463
OTU_1844,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3003,,,,,,,,,,,
OTU_2439,1,0,0,0,0,0,0,0,1,0.316227766016838,1
OTU_2017,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3264,,,,,,,,,,,
OTU_3146,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1670,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2247,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3085,,,,,,,,,,,
OTU_3383,,,,,,,,,,,
OTU_2193,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_3209,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2271,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3384,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2811,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3030,,,,,,,,,,,
OTU_2873,,,,,,,,,,,
OTU_2939,0,0,0,0,0,0,1,0,7,0.489897948556636,0.569175466998755
OTU_3029,0,0,0,1,0,0,0,0,4,0.235702260395516,1
OTU_2734,,,,,,,,,,,
OTU_2930,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2758,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2243,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2519,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2050,,,,,,,,,,,
OTU_1493,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2725,,,,,,,,,,,
OTU_2063,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2012,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2879,,,,,,,,,,,
OTU_3291,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3238,0,0,0,0,0,0,0,1,8,0.365148371670111,0.895020463320463
OTU_2887,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2659,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3260,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2086,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3004,0,0,0,0,0,0,1,0,7,0.387298334620742,0.895020463320463
OTU_2616,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1690,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_3277,,,,,,,,,,,
OTU_1517,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1890,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2768,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_3396,,,,,,,,,,,
OTU_1673,0,0,0,0,0,0,0,1,8,0.353553390593274,0.926458396946565
OTU_3114,0,0,0,0,1,0,0,0,5,0.273861278752583,1
OTU_2315,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3325,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1855,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2953,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3333,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1549,0,0,0,0,0,1,0,0,6,0.313339780720256,0.913931632653061
OTU_2576,0,0,0,0,1,0,0,0,5,0.894427190999916,0.030978947368421
OTU_3354,,,,,,,,,,,
OTU_3130,,,,,,,,,,,
OTU_2506,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1646,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2857,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2184,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2762,,,,,,,,,,,
