s.Endo,s.Epi,s.Lit,s.Soil,index,stat,p.value
OTU_1414,0,0,0,1,4,0.316227766016838,0.6158
OTU_1846,0,0,1,0,3,0.316227766016838,0.6016
OTU_1438,0,0,0,1,4,0.316227766016838,0.6158
OTU_676,0,1,1,0,8,0.422577127364258,0.3623
OTU_3226,,,,,,,
OTU_1939,,,,,,,
OTU_658,0,0,0,1,4,0.632455532033676,0.0025
OTU_819,0,0,0,1,4,0.316227766016838,0.6101
OTU_2656,1,1,0,0,5,0.339683110243379,0.4027
OTU_1073,0,0,0,1,4,0.316227766016838,0.6036
OTU_757,0,0,1,0,3,0.547722557505166,0.0196
OTU_1118,0,0,0,1,4,0.316227766016838,0.6187
OTU_1102,0,0,0,1,4,0.547722557505166,0.0186
OTU_1221,0,0,1,0,3,0.316227766016838,0.6007
OTU_952,0,0,1,0,3,0.447213595499958,0.1107
OTU_1807,0,1,0,0,2,0.235702260395516,1
OTU_1551,0,1,1,1,14,0.429197537639476,0.6283
OTU_2574,0,0,0,1,4,0.447213595499958,0.1103
OTU_1328,0,1,1,0,8,0.422577127364258,0.3547
OTU_2920,0,0,0,1,4,0.316227766016838,0.6153
OTU_1424,0,0,0,1,4,0.588348405414552,0.0073
OTU_1062,0,0,0,1,4,0.547722557505166,0.0186
OTU_1449,0,0,0,1,4,0.447213595499958,0.1109
OTU_662,0,0,1,0,3,0.632455532033676,0.003
OTU_2744,0,0,1,0,3,0.707106781186548,0.0001
OTU_2931,0,0,1,0,3,0.547722557505166,0.0204
OTU_1833,0,0,0,1,4,0.447213595499958,0.1191
OTU_922,0,1,0,0,2,0.390184045988031,0.4015
OTU_2582,,,,,,,
OTU_978,0,1,0,0,2,0.333333333333333,0.4098
OTU_890,0,1,0,0,2,0.471404520791032,0.1005
OTU_518,0,0,1,0,3,0.316227766016838,0.6069
OTU_991,0,1,1,0,8,0.377964473009227,0.5942
OTU_979,0,0,0,1,4,0.316227766016838,0.6091
OTU_2093,0,0,1,0,3,0.316227766016838,0.6053
OTU_1636,,,,,,,
OTU_1429,0,0,0,1,4,0.316227766016838,0.6158
OTU_1437,0,1,0,0,2,0.52704627669473,0.0392
OTU_939,0,1,1,0,8,0.327326835353989,0.6902
OTU_2245,0,1,0,0,2,0.235702260395516,1
OTU_904,0,0,1,0,3,0.316227766016838,0.6069
OTU_1315,0,0,0,1,4,0.547722557505166,0.0186
OTU_911,0,1,0,0,2,0.333333333333333,0.4188
OTU_2227,0,0,0,1,4,0.316227766016838,0.6036
OTU_820,0,0,0,1,4,0.316227766016838,0.6036
OTU_2526,0,0,0,1,4,0.316227766016838,0.6126
OTU_1084,0,1,1,0,8,0.267261241912424,1
OTU_1432,0,1,0,0,2,0.235702260395516,1
OTU_1538,0,0,1,0,3,0.316227766016838,0.6081
OTU_1503,0,0,0,1,4,0.547722557505166,0.022
OTU_950,0,0,0,1,4,0.316227766016838,0.6091
OTU_691,0,0,1,0,3,0.447213595499958,0.1196
OTU_891,1,0,1,0,6,0.471404520791032,0.0926
OTU_2517,,,,,,,
OTU_2037,0,1,0,0,2,0.333333333333333,0.414
OTU_2085,0,0,1,0,3,0.316227766016838,0.6053
OTU_1659,1,0,0,0,1,0.353553390593274,0.1805
OTU_1803,0,0,0,1,4,0.447213595499958,0.1094
OTU_766,0,0,1,1,10,0.447213595499958,0.129
OTU_1661,0,0,0,1,4,0.547722557505166,0.0184
OTU_2696,0,0,0,1,4,0.316227766016838,0.6101
OTU_1598,0,0,0,1,4,0.447213595499958,0.1103
OTU_2151,,,,,,,
OTU_1835,0,0,1,0,3,0.316227766016838,0.6053
OTU_2011,0,0,0,1,4,0.316227766016838,0.6036
OTU_1938,,,,,,,
OTU_1479,,,,,,,
OTU_1406,0,1,0,0,2,0.333333333333333,0.4832
OTU_2596,0,0,0,1,4,0.316227766016838,0.6091
OTU_2034,0,0,1,0,3,0.316227766016838,0.6069
OTU_1006,0,0,0,1,4,0.707106781186548,0.0007
OTU_1865,0,0,0,1,4,0.316227766016838,0.6187
OTU_1064,0,0,0,1,4,0.547722557505166,0.0186
OTU_999,0,1,0,0,2,0.535218024111047,0.0452
OTU_1701,0,0,0,1,4,0.316227766016838,0.6091
OTU_1776,0,0,0,1,4,0.316227766016838,0.6036
OTU_2473,0,0,0,1,4,0.316227766016838,0.6153
OTU_1985,0,0,0,1,4,0.547722557505166,0.0186
OTU_1059,0,0,0,1,4,0.51234753829798,0.0323
OTU_1108,0,1,0,0,2,0.235702260395516,1
OTU_1180,0,0,0,1,4,0.447213595499958,0.1103
OTU_2490,0,0,1,0,3,0.316227766016838,0.6069
OTU_1343,0,1,0,0,2,0.408248290463863,0.2673
OTU_1866,0,0,1,1,10,0.316227766016838,0.511
OTU_1041,0,1,0,0,2,0.443740652325229,0.1791
OTU_1403,0,1,0,0,2,0.333333333333333,0.4164
OTU_1445,0,0,0,1,4,0.447213595499958,0.1103
OTU_2767,0,0,0,1,4,0.447213595499958,0.1112
OTU_2883,,,,,,,
OTU_1272,0,1,0,0,2,0.408248290463863,0.2319
OTU_970,0,0,1,0,3,0.316227766016838,0.6016
OTU_872,0,0,1,0,3,0.547722557505166,0.0166
OTU_2805,0,0,0,1,4,0.316227766016838,0.6137
OTU_661,0,0,0,1,4,0.316227766016838,0.6036
OTU_768,0,0,1,0,3,0.447213595499958,0.1112
OTU_1447,0,1,0,0,2,0.235702260395516,1
OTU_823,0,0,0,1,4,0.82818300922815,0.0001
OTU_895,1,0,0,0,1,0.315727009145238,0.5822
OTU_1326,0,0,1,0,3,0.547722557505166,0.0196
OTU_2061,0,0,0,1,4,0.316227766016838,0.6036
OTU_962,0,0,1,0,3,0.316227766016838,0.6118
OTU_1050,0,0,0,1,4,0.316227766016838,0.6187
OTU_1620,0,0,0,1,4,0.316227766016838,0.6091
OTU_1878,0,0,0,1,4,0.395628284037472,0.2908
OTU_1912,0,0,0,1,4,0.447213595499958,0.1112
OTU_1415,0,1,0,0,2,0.235702260395516,1
OTU_792,0,0,0,1,4,0.316227766016838,0.6091
OTU_1450,0,1,0,0,2,0.333333333333333,0.4144
OTU_1472,0,1,0,0,2,0.408248290463863,0.1916
OTU_813,0,0,0,1,4,0.547722557505166,0.0207
OTU_1007,0,0,0,1,4,0.547722557505166,0.0186
OTU_1311,0,0,0,1,4,0.447213595499958,0.1172
OTU_1015,0,0,0,1,4,0.707106781186548,0.0002
OTU_1129,0,1,0,0,2,0.538381902058165,0.0595
OTU_1475,1,0,1,0,6,0.46182212817102,0.1038
OTU_1574,0,1,0,0,2,0.235702260395516,1
OTU_1258,0,1,0,1,9,0.327326835353989,0.7008
OTU_2128,,,,,,,
OTU_2613,0,1,0,0,2,0.235702260395516,1
OTU_2233,0,0,0,1,4,0.316227766016838,0.6126
OTU_2903,0,0,1,0,3,0.316227766016838,0.6081
OTU_714,0,1,1,0,8,0.654653670707977,0.014
OTU_2757,0,0,0,1,4,0.547722557505166,0.0184
OTU_2112,0,1,1,0,8,0.327326835353989,0.691
OTU_3054,,,,,,,
OTU_1247,0,0,0,1,4,0.316227766016838,0.6153
OTU_2173,0,1,0,0,2,0.471404520791032,0.093
OTU_2807,0,0,0,1,4,0.447213595499958,0.1059
OTU_1237,1,1,1,0,11,0.333333333333333,0.8164
OTU_1185,0,1,0,0,2,0.333333333333333,0.4118
OTU_1755,0,1,0,0,2,0.235702260395516,1
OTU_1348,0,0,0,1,4,0.447213595499958,0.1103
OTU_1172,1,0,1,0,6,0.408248290463863,0.2932
OTU_1988,0,1,0,0,2,0.235702260395516,1
OTU_1635,0,0,0,1,4,0.447213595499958,0.1122
OTU_1008,0,0,0,1,4,0.447213595499958,0.1182
OTU_1913,0,0,0,1,4,0.316227766016838,0.6036
OTU_1375,1,0,0,0,1,0.334932063528542,0.2638
OTU_2916,0,1,0,0,2,0.333333333333333,0.4124
OTU_1862,0,0,0,1,4,0.316227766016838,0.6091
OTU_550,0,0,1,0,3,0.447213595499958,0.1189
OTU_1271,0,1,0,0,2,0.471404520791032,0.0905
OTU_1572,0,0,0,1,4,0.316227766016838,0.6091
OTU_3358,,,,,,,
OTU_1308,1,0,0,0,1,0.317880329985384,0.7899
OTU_2308,0,0,0,1,4,0.316227766016838,0.5928
OTU_3179,0,1,0,0,2,0.235702260395516,1
OTU_3076,,,,,,,
OTU_2943,0,0,0,1,4,0.447213595499958,0.1108
OTU_2646,0,0,0,1,4,0.316227766016838,0.6137
OTU_3352,0,0,0,1,4,0.316227766016838,0.6101
OTU_773,0,1,1,0,8,0.422577127364258,0.3571
OTU_1042,0,1,1,0,8,0.377964473009227,0.5307
OTU_1148,0,0,1,0,3,0.316227766016838,0.6069
OTU_2636,0,1,0,0,2,0.235702260395516,1
OTU_1395,0,0,1,0,3,0.414039335605413,0.123
OTU_2384,0,1,0,0,2,0.235702260395516,1
OTU_824,0,0,1,0,3,0.447213595499958,0.117
OTU_1032,0,0,1,0,3,0.395628284037472,0.2958
OTU_2066,0,0,0,1,4,0.316227766016838,0.6126
OTU_740,0,0,1,0,3,0.447213595499958,0.1112
OTU_841,0,0,1,0,3,0.447213595499958,0.1163
OTU_913,0,0,0,1,4,0.547722557505166,0.0184
OTU_2141,0,0,0,1,4,0.316227766016838,0.6036
OTU_1966,0,0,0,1,4,0.316227766016838,0.6137
OTU_2784,1,0,0,1,7,0.333333333333333,0.4153
OTU_1515,0,0,0,1,4,0.447213595499958,0.1112
OTU_3339,0,1,0,0,2,0.333333333333333,0.4124
OTU_2360,0,0,1,1,10,0.316227766016838,0.5782
OTU_1077,0,1,0,1,9,0.327326835353989,0.6885
OTU_1262,0,0,0,1,4,0.447213595499958,0.1191
OTU_2427,,,,,,,
OTU_972,0,1,1,1,14,0.429197537639476,0.6371
OTU_1602,0,1,0,0,2,0.235702260395516,1
OTU_3017,0,0,1,0,3,0.316227766016838,0.6118
OTU_2057,0,0,0,1,4,0.316227766016838,0.6036
OTU_2317,0,0,0,1,4,0.447213595499958,0.1139
OTU_591,0,1,1,0,8,0.327326835353989,0.6816
OTU_1798,0,0,1,0,3,0.316227766016838,0.6118
OTU_919,0,0,0,1,4,0.447213595499958,0.1149
OTU_2635,0,0,1,0,3,0.447213595499958,0.1107
OTU_2405,0,1,0,0,2,0.235702260395516,1
OTU_2972,0,0,1,0,3,0.447213595499958,0.1165
OTU_1305,1,0,0,0,1,0.348742916231458,0.1839
OTU_2846,,,,,,,
OTU_1222,,,,,,,
OTU_2031,0,1,0,0,2,0.235702260395516,1
OTU_1231,0,1,0,0,2,0.408248290463863,0.2364
OTU_2319,0,0,0,1,4,0.447213595499958,0.1182
OTU_1824,0,0,0,1,4,0.316227766016838,0.6036
OTU_2783,1,0,0,0,1,0.319801074533416,0.492
OTU_881,0,1,1,0,8,0.377964473009227,0.5365
OTU_1677,0,0,0,1,4,0.447213595499958,0.1184
OTU_1366,0,0,0,1,4,0.547722557505166,0.0193
OTU_2260,0,0,0,1,4,0.316227766016838,0.5928
OTU_2185,0,1,0,0,2,0.333333333333333,0.4006
OTU_1462,0,0,0,1,4,0.316227766016838,0.6091
OTU_1147,0,0,0,1,4,0.447213595499958,0.1109
OTU_1971,0,0,0,1,4,0.414039335605413,0.1832
OTU_1532,0,1,0,0,2,0.235702260395516,1
OTU_498,0,1,0,0,2,0.643889507738546,0.0084
OTU_1330,1,1,1,0,11,0.372677996249965,0.6611
OTU_834,1,1,0,0,5,0.463239319753559,0.2816
OTU_1906,0,1,0,0,2,0.577350269189626,0.018
OTU_1419,0,0,1,0,3,0.447213595499958,0.1175
OTU_3263,,,,,,,
OTU_3113,0,1,0,0,2,0.235702260395516,1
OTU_869,0,1,1,0,8,0.422577127364258,0.3612
OTU_2344,0,0,0,1,4,0.316227766016838,0.6126
OTU_809,0,1,0,0,2,0.333333333333333,0.4165
OTU_1854,0,1,1,0,8,0.267261241912424,1
OTU_808,1,1,0,1,12,0.372677996249965,0.6695
OTU_1393,0,0,0,1,4,0.316227766016838,0.6187
OTU_1584,0,0,1,1,10,0.5,0.0499
OTU_1697,0,1,1,0,8,0.267261241912424,1
OTU_1063,0,0,0,1,4,0.707106781186548,0.0004
OTU_1648,0,1,0,0,2,0.235702260395516,1
OTU_1774,1,1,1,0,11,0.333333333333333,0.7958
OTU_3124,0,0,0,1,4,0.447213595499958,0.1112
OTU_951,1,1,1,0,11,0.408248290463863,0.5971
OTU_1863,0,0,0,1,4,0.316227766016838,0.5928
OTU_2881,,,,,,,
OTU_894,0,0,1,0,3,0.316227766016838,0.6069
OTU_942,0,0,1,0,3,0.316227766016838,0.6075
OTU_670,0,1,0,0,2,0.577350269189626,0.0235
OTU_1586,0,0,0,1,4,0.316227766016838,0.6158
OTU_896,0,0,0,1,4,0.316227766016838,0.6091
OTU_2928,,,,,,,
OTU_1814,0,0,1,1,10,0.316227766016838,0.5792
OTU_2969,0,1,0,0,2,0.235702260395516,1
OTU_2927,0,0,1,0,3,0.447213595499958,0.1189
OTU_1505,0,1,1,0,8,0.327326835353989,0.6928
OTU_802,0,0,0,1,4,0.447213595499958,0.1103
OTU_1045,0,1,1,0,8,0.422577127364258,0.3639
OTU_1808,0,0,0,1,4,0.316227766016838,0.6036
OTU_2179,0,0,0,1,4,0.447213595499958,0.1103
OTU_677,0,0,0,1,4,0.539607700638376,0.026
OTU_1013,0,0,0,1,4,0.316227766016838,0.5928
OTU_2713,0,0,0,1,4,0.316227766016838,0.6126
OTU_995,0,0,0,1,4,0.316227766016838,0.6101
OTU_1525,0,0,0,1,4,0.447213595499958,0.1157
OTU_2607,0,0,0,1,4,0.316227766016838,0.6036
OTU_871,0,0,0,1,4,0.632455532033676,0.0033
OTU_2294,0,1,1,0,8,0.267261241912424,1
OTU_883,0,0,1,0,3,0.632455532033676,0.003
OTU_1313,0,0,1,0,3,0.447213595499958,0.1118
OTU_1405,0,0,1,0,3,0.447213595499958,0.1134
OTU_2417,0,1,1,0,8,0.377964473009227,0.5274
OTU_1057,0,0,1,1,10,0.387298334620742,0.3308
OTU_1679,0,1,0,0,2,0.235702260395516,1
OTU_1454,0,0,1,0,3,0.447213595499958,0.1196
OTU_1244,0,0,0,1,4,0.547722557505166,0.0207
OTU_1120,0,1,1,0,8,0.327326835353989,0.6957
OTU_1739,0,1,0,0,2,0.333333333333333,0.4173
OTU_2676,0,0,0,1,4,0.316227766016838,0.6101
OTU_1736,1,0,1,0,6,0.333333333333333,0.4159
OTU_2298,0,1,0,0,2,0.333333333333333,0.4192
OTU_2267,1,0,0,0,1,0.342837152935378,0.1868
OTU_1950,0,1,1,1,14,0.362738125055006,0.8836
OTU_3149,0,0,0,1,4,0.316227766016838,0.6091
OTU_1902,0,1,1,0,8,0.267261241912424,1
OTU_2782,,,,,,,
OTU_2788,0,0,0,1,4,0.316227766016838,0.6187
OTU_1897,0,0,1,1,10,0.316227766016838,0.583
OTU_2642,0,0,0,1,4,0.316227766016838,0.6036
OTU_2774,0,1,0,0,2,0.235702260395516,1
OTU_3346,0,0,0,1,4,0.316227766016838,0.6187
OTU_3297,0,1,0,0,2,0.235702260395516,1
OTU_1179,1,0,1,0,6,0.333333333333333,0.4876
OTU_1099,0,0,1,0,3,0.426640916825979,0.2332
OTU_3332,0,0,0,1,4,0.316227766016838,0.6126
OTU_2874,,,,,,,
OTU_1557,0,1,0,0,2,0.235702260395516,1
OTU_2337,0,0,1,0,3,0.316227766016838,0.6121
OTU_3227,0,0,0,1,4,0.447213595499958,0.1108
OTU_1178,0,0,0,1,4,0.447213595499958,0.1186
OTU_2492,0,0,0,1,4,0.316227766016838,0.6137
OTU_1910,0,0,0,1,4,0.547722557505166,0.0184
OTU_2451,,,,,,,
OTU_806,1,0,1,0,6,0.40276083273391,0.2143
OTU_1291,0,0,0,1,4,0.447213595499958,0.1191
OTU_2482,1,0,0,0,1,0.353553390593274,0.1805
OTU_2516,0,1,0,0,2,0.235702260395516,1
OTU_803,0,0,1,0,3,0.316227766016838,0.6069
OTU_1816,0,0,1,0,3,0.316227766016838,0.6118
OTU_790,1,0,1,0,6,0.422158526838175,0.3632
OTU_1435,0,0,0,1,4,0.447213595499958,0.1094
OTU_976,0,1,0,0,2,0.235702260395516,1
OTU_827,1,1,0,0,5,0.339683110243379,0.4053
OTU_1645,0,0,1,0,3,0.316227766016838,0.6121
OTU_1286,0,1,0,0,2,0.408248290463863,0.2659
OTU_3018,,,,,,,
OTU_3289,0,1,0,0,2,0.235702260395516,1
OTU_3166,0,1,0,0,2,0.538381902058165,0.0522
OTU_1766,0,0,0,1,4,0.447213595499958,0.1112
OTU_2544,0,1,0,0,2,0.333333333333333,0.4196
OTU_1208,0,0,0,1,4,0.447213595499958,0.1103
OTU_1428,0,1,0,0,2,0.235702260395516,1
OTU_1831,0,0,0,1,4,0.316227766016838,0.6187
OTU_1038,0,0,0,1,4,0.547722557505166,0.0201
OTU_2414,0,0,0,1,4,0.316227766016838,0.6158
OTU_1199,0,0,1,1,10,0.447213595499958,0.1334
OTU_2375,0,0,1,0,3,0.316227766016838,0.6069
OTU_3272,,,,,,,
OTU_842,0,1,1,0,8,0.267261241912424,1
OTU_1576,0,0,0,1,4,0.316227766016838,0.6153
OTU_1832,0,1,0,0,2,0.235702260395516,1
OTU_609,0,0,1,0,3,0.547722557505166,0.0179
OTU_1550,0,0,0,1,4,0.447213595499958,0.1103
OTU_2389,0,1,0,0,2,0.235702260395516,1
OTU_2393,0,0,0,1,4,0.316227766016838,0.6187
OTU_2937,0,0,0,1,4,0.447213595499958,0.1112
OTU_1819,0,0,0,1,4,0.316227766016838,0.6036
OTU_1638,0,1,0,0,2,0.235702260395516,1
OTU_1283,1,1,0,0,5,0.339683110243379,0.426
OTU_1009,0,0,0,1,4,0.316227766016838,0.6036
OTU_1083,1,1,0,0,5,0.438529009653515,0.1849
OTU_1011,0,1,0,0,2,0.408248290463863,0.2922
OTU_1175,0,1,1,0,8,0.377964473009227,0.5904
OTU_3296,0,1,0,0,2,0.577350269189626,0.0134
OTU_826,0,0,0,1,4,0.547722557505166,0.0182
OTU_986,1,0,0,0,1,0.353553390593274,0.1813
OTU_1023,0,0,0,1,4,0.547722557505166,0.0184
OTU_2907,0,0,0,1,4,0.547722557505166,0.021
OTU_2077,0,1,0,0,2,0.333333333333333,0.4231
OTU_2175,0,0,1,1,10,0.316227766016838,0.5067
OTU_1292,0,0,0,1,4,0.316227766016838,0.6036
OTU_1372,0,0,0,1,4,0.316227766016838,0.6091
OTU_1235,0,0,0,1,4,0.547722557505166,0.0207
OTU_1986,0,0,0,1,4,0.316227766016838,0.6187
OTU_2625,0,1,0,0,2,0.235702260395516,1
OTU_2723,,,,,,,
OTU_1492,0,0,0,1,4,0.447213595499958,0.1115
OTU_1924,0,0,1,0,3,0.316227766016838,0.6069
OTU_2410,0,1,0,0,2,0.235702260395516,1
OTU_1431,1,0,0,0,1,0.353553390593274,0.1802
OTU_2354,,,,,,,
OTU_1043,0,0,1,0,3,0.519615242270663,0.0265
OTU_560,1,1,0,0,5,0.657406007221617,0.013
OTU_2789,0,0,0,1,4,0.316227766016838,0.6158
OTU_1725,0,0,1,0,3,0.316227766016838,0.6069
OTU_1142,0,0,0,1,4,0.447213595499958,0.1094
OTU_1864,0,0,0,1,4,0.316227766016838,0.5928
OTU_2882,0,1,0,0,2,0.408248290463863,0.2383
OTU_2229,,,,,,,
OTU_2102,0,0,1,0,3,0.316227766016838,0.6156
OTU_2009,0,1,0,0,2,0.235702260395516,1
OTU_1518,0,1,0,0,2,0.235702260395516,1
OTU_1461,0,0,0,1,4,0.447213595499958,0.1155
OTU_1504,0,0,0,1,4,0.547722557505166,0.0186
OTU_2054,0,0,0,1,4,0.316227766016838,0.5928
OTU_2627,0,0,0,1,4,0.316227766016838,0.5928
OTU_2275,0,0,0,1,4,0.316227766016838,0.6153
OTU_2630,0,0,0,1,4,0.316227766016838,0.6091
OTU_969,0,1,1,0,8,0.267261241912424,1
OTU_1019,0,0,0,1,4,0.447213595499958,0.1155
OTU_2356,0,1,0,0,2,0.333333333333333,0.4148
OTU_1139,0,0,0,1,4,0.447213595499958,0.1191
OTU_850,0,0,1,0,3,0.547722557505166,0.0166
OTU_1189,0,0,0,1,4,0.547722557505166,0.0209
OTU_1071,0,0,0,1,4,0.42966892442366,0.1749
OTU_1253,0,0,0,1,4,0.547722557505166,0.022
OTU_964,0,1,0,0,2,0.333333333333333,0.4074
OTU_1076,0,1,0,0,2,0.666666666666667,0.0028
OTU_3062,0,1,0,0,2,0.333333333333333,0.4266
OTU_1604,,,,,,,
OTU_3312,,,,,,,
OTU_1540,0,1,1,0,8,0.327326835353989,0.6863
OTU_1082,0,1,1,0,8,0.267261241912424,1
OTU_1727,0,0,0,1,4,0.316227766016838,0.6091
OTU_2568,0,0,1,0,3,0.316227766016838,0.6007
OTU_1092,1,0,0,1,7,0.408248290463863,0.2178
OTU_1470,0,0,1,0,3,0.316227766016838,0.6121
OTU_1969,,,,,,,
OTU_1089,0,0,1,0,3,0.316227766016838,0.6118
OTU_1767,0,0,0,1,4,0.547722557505166,0.0186
OTU_1695,0,0,0,1,4,0.447213595499958,0.1191
OTU_936,0,1,0,0,2,0.547380551503973,0.0393
OTU_1088,0,0,0,1,4,0.316227766016838,0.6036
OTU_2146,0,0,1,0,3,0.547722557505166,0.0204
OTU_2618,0,0,0,1,4,0.316227766016838,0.6158
OTU_1425,0,1,0,0,2,0.333333333333333,0.4145
OTU_2608,0,0,0,1,4,0.447213595499958,0.1191
OTU_2571,,,,,,,
OTU_938,0,0,0,1,4,0.632455532033676,0.0042
OTU_2324,0,0,0,1,4,0.513239353660981,0.0331
OTU_1606,0,0,0,1,4,0.316227766016838,0.6091
OTU_1500,0,0,0,1,4,0.447213595499958,0.1149
OTU_1459,0,0,0,1,4,0.447213595499958,0.1155
OTU_2567,0,1,0,0,2,0.235702260395516,1
OTU_1170,0,0,0,1,4,0.547722557505166,0.0184
OTU_1016,0,0,0,1,4,0.316227766016838,0.6101
OTU_636,0,1,0,0,2,0.449002968276593,0.1917
OTU_2580,0,0,0,1,4,0.547722557505166,0.0184
OTU_2446,,,,,,,
OTU_793,0,0,1,0,3,0.547722557505166,0.0195
OTU_1789,0,0,0,1,4,0.547722557505166,0.022
OTU_2235,0,1,0,0,2,0.235702260395516,1
OTU_2489,0,0,0,1,4,0.316227766016838,0.5928
OTU_2718,0,0,0,1,4,0.316227766016838,0.6187
OTU_1905,1,0,0,0,1,0.5,0.0287
OTU_2747,0,0,0,1,4,0.447213595499958,0.1191
OTU_1214,0,1,0,0,2,0.235702260395516,1
OTU_3189,0,0,1,0,3,0.316227766016838,0.6156
OTU_1468,0,1,0,0,2,0.333333333333333,0.4871
OTU_2438,,,,,,,
OTU_603,0,1,0,0,2,0.471404520791032,0.1074
OTU_1026,0,1,1,0,8,0.566946709513841,0.0594
OTU_3008,0,1,0,0,2,0.333333333333333,0.4148
OTU_2282,0,1,0,0,2,0.333333333333333,0.4144
OTU_1236,0,0,1,0,3,0.462910049886276,0.0919
OTU_2814,0,1,0,0,2,0.333333333333333,0.424
OTU_1251,0,0,1,0,3,0.447213595499958,0.1162
OTU_1363,0,1,0,0,2,0.538381902058165,0.0403
OTU_2204,0,1,0,0,2,0.235702260395516,1
OTU_2714,0,0,1,0,3,0.316227766016838,0.6156
OTU_3400,,,,,,,
OTU_1065,0,1,1,0,8,0.462910049886276,0.2335
OTU_1868,0,1,0,0,2,0.333333333333333,0.4134
OTU_1567,1,1,0,0,5,0.339683110243379,0.4027
OTU_2138,0,1,0,0,2,0.408248290463863,0.1853
OTU_1531,0,1,0,0,2,0.235702260395516,1
OTU_935,0,1,0,0,2,0.408248290463863,0.2243
OTU_2839,0,0,0,1,4,0.316227766016838,0.6126
OTU_2708,,,,,,,
OTU_2008,0,1,0,0,2,0.333333333333333,0.4225
OTU_1653,0,1,0,0,2,0.623609564462324,0.0071
OTU_2923,1,0,0,0,1,0.353553390593274,0.1813
OTU_1464,0,0,0,1,4,0.447213595499958,0.1103
OTU_1377,0,0,1,1,10,0.316227766016838,0.5785
OTU_1900,0,1,0,1,9,0.377964473009227,0.5458
OTU_2679,0,0,0,1,4,0.547722557505166,0.021
OTU_2845,,,,,,,
OTU_1439,0,0,0,1,4,0.279751442472094,0.7611
OTU_2910,0,1,0,0,2,0.235702260395516,1
OTU_1416,0,1,1,0,8,0.377964473009227,0.5861
OTU_2394,,,,,,,
OTU_1698,1,0,0,0,1,0.353553390593274,0.1813
OTU_1558,0,0,0,1,4,0.547722557505166,0.0193
OTU_1836,0,1,0,0,2,0.235702260395516,1
OTU_1685,0,0,0,1,4,0.408248290463863,0.2858
OTU_975,1,0,0,0,1,0.5,0.0281
OTU_2302,0,1,0,0,2,0.333333333333333,0.4211
OTU_1426,0,1,0,0,2,0.235702260395516,1
OTU_2554,0,1,0,0,2,0.235702260395516,1
OTU_3356,,,,,,,
OTU_1851,0,1,0,0,2,0.333333333333333,0.4159
OTU_2720,0,0,0,1,4,0.316227766016838,0.6101
OTU_3016,0,0,0,1,4,0.316227766016838,0.6126
OTU_3210,0,1,0,0,2,0.235702260395516,1
OTU_3140,0,1,0,0,2,0.235702260395516,1
OTU_1881,0,0,1,0,3,0.316227766016838,0.6118
OTU_2888,0,0,1,0,3,0.316227766016838,0.6069
OTU_3307,,,,,,,
OTU_2639,0,1,1,0,8,0.267261241912424,1
OTU_3015,0,0,0,1,4,0.316227766016838,0.6187
OTU_929,0,0,0,1,4,0.316227766016838,0.6137
OTU_1752,0,0,0,1,4,0.547722557505166,0.0186
OTU_1837,0,0,1,1,10,0.387298334620742,0.3592
OTU_818,0,0,1,1,10,0.387298334620742,0.3209
OTU_1667,0,0,0,1,4,0.447213595499958,0.1094
OTU_2956,0,0,0,1,4,0.316227766016838,0.6013
OTU_2652,0,0,1,0,3,0.316227766016838,0.6069
OTU_1681,0,1,0,0,2,0.235702260395516,1
OTU_2456,0,0,0,1,4,0.316227766016838,0.6137
OTU_1254,0,1,0,0,2,0.333333333333333,0.4214
OTU_1942,0,1,0,0,2,0.333333333333333,0.4161
OTU_1444,0,1,0,0,2,0.333333333333333,0.4135
OTU_2372,0,0,0,1,4,0.316227766016838,0.6187
OTU_2946,0,0,0,1,4,0.316227766016838,0.6036
OTU_728,0,0,1,0,3,0.447213595499958,0.1177
OTU_2323,0,0,1,0,3,0.316227766016838,0.6081
OTU_1361,0,0,1,0,3,0.447213595499958,0.114
OTU_1696,0,0,1,0,3,0.447213595499958,0.1189
OTU_2046,0,1,0,0,2,0.333333333333333,0.4139
OTU_1771,0,1,1,0,8,0.267261241912424,1
OTU_3298,0,0,0,1,4,0.547722557505166,0.0186
OTU_1769,0,0,1,0,3,0.447213595499958,0.1128
OTU_957,0,0,1,1,10,0.387298334620742,0.3563
OTU_2509,0,0,0,1,4,0.547722557505166,0.0203
OTU_1469,0,1,0,0,2,0.333333333333333,0.4798
OTU_3213,0,1,1,0,8,0.267261241912424,1
OTU_1884,0,1,1,0,8,0.267261241912424,1
OTU_730,0,0,0,1,4,0.316227766016838,0.6091
OTU_2274,,,,,,,
OTU_2172,0,0,0,1,4,0.316227766016838,0.6101
OTU_1735,0,0,1,0,3,0.316227766016838,0.6007
OTU_1843,0,1,0,0,2,0.333333333333333,0.4778
OTU_2201,0,0,1,0,3,0.316227766016838,0.6121
OTU_3161,,,,,,,
OTU_1252,0,0,1,1,10,0.316227766016838,0.5808
OTU_2533,,,,,,,
OTU_2889,0,0,0,1,4,0.316227766016838,0.6187
OTU_1355,0,0,1,0,3,0.547722557505166,0.021
OTU_2228,1,0,0,0,1,0.329956008798045,0.4763
OTU_2137,0,0,0,1,4,0.447213595499958,0.1139
OTU_763,1,1,1,0,11,0.333333333333333,0.797
