OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_722	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina confusa
OTU_723	Fungi	Ascomycota					
OTU_724	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium maculosum
OTU_725	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	
OTU_726	Fungi	Basidiomycota	Agaricomycetes	Incertae_sedis	Incertae_sedis	Xenasmatella	Xenasmatella ardosiaca
OTU_727	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
OTU_728	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae		
OTU_729	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_730	Fungi						
OTU_731	Fungi						
OTU_732	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
OTU_733	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina communis
OTU_734	Fungi						
OTU_735	Fungi						
OTU_736	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	
OTU_737	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus menthae
OTU_738	Fungi	Basidiomycota	Spiculogloeomycetes				
OTU_739	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Penicillifer	Penicillifer diparietisporus
OTU_740	Fungi						
OTU_741	Fungi						
OTU_742	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_743	Fungi	Ascomycota	Leotiomycetes				
OTU_744	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales			
OTU_745	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Pseudohyphozyma	Pseudohyphozyma buffonii
OTU_746	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum turcicum
OTU_747	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		
OTU_748	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	
OTU_749	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae		
OTU_750	Fungi	Ascomycota					
OTU_751	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae		
OTU_752	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	Metapochonia bulbillosa
OTU_753	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae		
OTU_754	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_755	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Cadophora	Cadophora sp 
OTU_756	Fungi	Rozellomycota					
OTU_757	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
OTU_758	Fungi	Basidiomycota	Microbotryomycetes	Heterogastridiales	Heterogastridiaceae		
OTU_759	Fungi	Basidiomycota	Cystobasidiomycetes				
OTU_760	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	
OTU_761	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Terramycetaceae	Terramyces	Terramyces subangulosum
OTU_762	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_763	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_764	Fungi	Basidiomycota					
OTU_765	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	
OTU_766	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Ovicillium	
OTU_767	Fungi	Ascomycota					
OTU_768	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_769	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis vinacea
OTU_770	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_771	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
OTU_772	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_773	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae		
OTU_774	Fungi	Ascomycota	Dothideomycetes				
OTU_775	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus sp 
OTU_776	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
OTU_777	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Incertae_sedis	Vermispora	Vermispora fusarina
OTU_778	Fungi	Basidiomycota	Agaricomycetes				
OTU_779	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Ramariopsis	Ramariopsis crocea
OTU_780	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Porosphaerella	Porosphaerella cordanophora
OTU_781	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
OTU_782	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_783	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae		
OTU_784	Fungi	Basidiomycota					
OTU_785	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus roseus
OTU_786	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium	Cylindrobasidium torrendii
OTU_787	Fungi						
OTU_788	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_789	Fungi	Ascomycota	Lecanoromycetes	Candelariales	Candelariaceae	Candelariella	
OTU_790	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
OTU_791	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
OTU_792	Fungi						
OTU_793	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudocoleophoma	Pseudocoleophoma polygonicola
OTU_794	Fungi						
OTU_795	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Malotium	Malotium paludosum
OTU_796	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_797	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	Mariannaea fusiformis
OTU_798	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae		
OTU_799	Fungi	Ascomycota					
OTU_800	Fungi	Basidiomycota					
OTU_801	Fungi						
OTU_802	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales			
OTU_803	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum virgineum
OTU_804	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus cuniculi
OTU_805	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_806	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_807	Fungi						
OTU_808	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	Paracamarosporium fagi
OTU_809	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sp 
OTU_810	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium sp 
OTU_811	Fungi	Ascomycota					
OTU_812	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	Apodus sp 
OTU_813	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
OTU_814	Fungi	Ascomycota					
OTU_815	Fungi						
OTU_816	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	
OTU_817	Fungi						
OTU_818	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys sp 
OTU_819	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	Tricharina sp 
OTU_820	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_821	Fungi	Monoblepharomycota	Sanchytriomycetes	Sanchytriales	Sanchytriaceae		
OTU_822	Fungi						
OTU_823	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_824	Fungi						
OTU_825	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
OTU_826	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	Monilinia fructicola
OTU_827	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria rosae
OTU_828	Fungi						
OTU_829	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor minutus
OTU_830	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_831	Fungi	Ascomycota					
OTU_832	Fungi	Ascomycota	Dothideomycetes				
OTU_833	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
OTU_834	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora quercus
OTU_835	Fungi						
OTU_836	Fungi	Chytridiomycota					
OTU_837	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_838	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
OTU_839	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
OTU_840	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae		
OTU_841	Fungi						
OTU_842	Fungi	Ascomycota					
OTU_843	Fungi						
OTU_844	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_845	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_846	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
OTU_847	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	
OTU_848	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Efibula	Efibula gracilis
OTU_849	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae		
OTU_850	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae		
OTU_851	Fungi	Basidiomycota					
OTU_852	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_853	Fungi	Monoblepharomycota	Sanchytriomycetes	Sanchytriales	Sanchytriaceae	Sanchytrium	Sanchytrium sp 
OTU_854	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_855	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales			
OTU_856	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Incertae_sedis	Zeloasperisporium	
OTU_857	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	
OTU_858	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae		
OTU_859	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	
OTU_860	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_861	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
OTU_862	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales			
OTU_863	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
OTU_864	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	
OTU_865	Fungi	Basidiomycota					
OTU_866	Fungi	Rozellomycota					
OTU_867	Fungi	Ascomycota	Lecanoromycetes	Gs36			
OTU_868	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Calocera	
OTU_869	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_870	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_871	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium album
OTU_872	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	
OTU_873	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Seiridium	
OTU_874	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_875	Fungi						
OTU_876	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_877	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_878	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
OTU_879	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
OTU_880	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Helicosporium	Helicosporium sp 
OTU_881	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	
OTU_882	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
OTU_883	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Oberwinklerozyma	Oberwinklerozyma yarrowii
OTU_884	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	
OTU_885	Fungi						
OTU_886	Fungi	Rozellomycota	Incertae_sedis	GS03			
OTU_887	Fungi						
OTU_888	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp 
OTU_889	Fungi	Ascomycota					
OTU_890	Fungi	Ascomycota	Sordariomycetes	Phyllachorales	Phyllachoraceae	Phyllachora	Phyllachora sp 
OTU_891	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
OTU_892	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_893	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
OTU_894	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_895	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_896	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_897	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		
OTU_898	Fungi	Ascomycota	Sordariomycetes				
OTU_899	Fungi						
OTU_900	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_901	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys oligospora
OTU_902	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Porodiplodia	Porodiplodia vitis
OTU_903	Fungi	Ascomycota					
OTU_904	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus epibryus
OTU_905	Fungi						
OTU_906	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
OTU_907	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
OTU_908	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
OTU_909	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
OTU_910	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_911	Fungi						
OTU_912	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_913	Fungi						
OTU_914	Fungi	Basidiomycota	Cystobasidiomycetes	Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora sp 
OTU_915	Fungi						
OTU_916	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
OTU_917	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_918	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_919	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp 
OTU_920	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	
OTU_921	Fungi	Rozellomycota	Incertae_sedis				
OTU_922	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
OTU_923	Fungi	Rozellomycota					
OTU_924	Fungi						
OTU_925	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	
OTU_926	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_927	Fungi						
OTU_928	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia ferruginosa
OTU_929	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora sp 
OTU_930	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora appendiculata
OTU_931	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria michotii
OTU_932	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Junghuhnia	
OTU_933	Fungi	Ascomycota	Leotiomycetes				
OTU_934	Fungi	Ascomycota	Sordariomycetes	Microascales	Incertae_sedis	Sphaeronaemella	
OTU_935	Fungi	Basidiomycota	Cystobasidiomycetes				
OTU_936	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris microstegii
OTU_937	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
OTU_938	Fungi	Rozellomycota	Incertae_sedis				
OTU_939	Fungi	Ascomycota					
OTU_940	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium pustulatum
OTU_941	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_942	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_943	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_944	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
OTU_945	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae		
OTU_946	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces sp 
OTU_947	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	Hypoxylon sp 
OTU_948	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
OTU_949	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_950	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
OTU_951	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
OTU_952	Fungi	Ascomycota	Leotiomycetes				
OTU_953	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Incertae_sedis	Sistotremastrum	Sistotremastrum guttuliferum
OTU_954	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_955	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	
OTU_956	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
OTU_957	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
OTU_958	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
OTU_959	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	
OTU_960	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_961	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	
OTU_962	Fungi						
OTU_963	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
OTU_964	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella sinensis
OTU_965	Fungi	Ascomycota					
OTU_966	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae		
OTU_967	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus odoratus
OTU_968	Fungi	Zoopagomycota					
OTU_969	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Calloria	
OTU_970	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Pseudohyphozyma	
OTU_971	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_972	Fungi	Basidiomycota	Agaricomycetes				
OTU_973	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_974	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus citrisporus
OTU_975	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	
OTU_976	Fungi	Blastocladiomycota					
OTU_977	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Microcera	
OTU_978	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_979	Fungi	Ascomycota					
OTU_980	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sinuosum
OTU_981	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelopsis	Athelopsis lembospora
OTU_982	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma polysporum
OTU_983	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
OTU_984	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp 
OTU_985	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella oryzae
OTU_986	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_987	Fungi						
OTU_988	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_989	Fungi						
OTU_990	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_991	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_992	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	
OTU_993	Fungi						
OTU_994	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
OTU_995	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae		
OTU_996	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	
OTU_997	Fungi						
OTU_998	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria sp 
OTU_999	Fungi						
OTU_1000	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae		
OTU_1001	Fungi	Ascomycota					
OTU_1002	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	
OTU_1003	Fungi	Basidiomycota					
OTU_1004	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
OTU_1005	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	
OTU_1006	Fungi	Ascomycota	Leotiomycetes				
OTU_1007	Fungi	Ascomycota	Sordariomycetes	Sordariales			
OTU_1008	Fungi	Rozellomycota					
OTU_1009	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria tenuipes
OTU_1010	Fungi	Basidiomycota	Tremellomycetes				
OTU_1011	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1012	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	Scopuloides hydnoides
OTU_1013	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1014	Fungi	Basidiomycota					
OTU_1015	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
OTU_1016	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella sp 
OTU_1017	Fungi	Rozellomycota					
OTU_1018	Fungi	Rozellomycota					
OTU_1019	Fungi						
OTU_1020	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1021	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Incertae_sedis	Operculomyces	Operculomyces laminatus
OTU_1022	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
OTU_1023	Fungi	Ascomycota	Sordariomycetes				
OTU_1024	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides
OTU_1025	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Incertae_sedis	Operculomyces	Operculomyces laminatus
OTU_1026	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
OTU_1027	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium	Cylindrobasidium evolvens
OTU_1028	Fungi	Basidiomycota	Tremellomycetes				
OTU_1029	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	
OTU_1030	Fungi	Basidiomycota	Cystobasidiomycetes	Incertae_sedis	Buckleyzymaceae	Buckleyzyma	Buckleyzyma aurantiaca
OTU_1031	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae		
OTU_1032	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	
OTU_1033	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoacia	Mycoacia aurea
OTU_1034	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus collinsoniae
OTU_1035	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium sp 
OTU_1036	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Phaeophyscia	
OTU_1037	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_1038	Fungi	Ascomycota					
OTU_1039	Fungi						
OTU_1040	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium	
OTU_1041	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
OTU_1042	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_1043	Fungi	Ascomycota	Dothideomycetes	Incertae_sedis	Incertae_sedis	Neocladophialophora	Neocladophialophora quercina
OTU_1044	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_1045	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales			
OTU_1046	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
OTU_1047	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
OTU_1048	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora epigaea
OTU_1049	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae		
OTU_1050	Fungi	Ascomycota					
OTU_1051	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
OTU_1052	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
